Source,Target,year_of_publication,Weight
"Aubusson, Pierre D'",Arnold Ther Hoernen,1480,1
"Aubusson, Pierre D'",6.96,1480,1
"Aubert, David",46.2,1482,1
"Aubusson, Pierre D'",50.94,1480,1
"Aubert, David",2660646,1482,1
"Auerbach, Johannes (jurist)",Franciscus Girardengus and Johannes Antonius Birreta,1488,1
"Augustinus, Aurelius",Octavianus Scotus,1483,1
"Augustinus, Aurelius",28 May 1483,1483,1
"Auerbach, Johannes (jurist)",45.43,1488,1
"Augustinus, Aurelius",IT,1483,1
"Augustinus, Aurelius",3164603,1483,1
"Augustinus, Aurelius",20 Mar. 1489,1489,1
"Augustinus, Aurelius",12.34,1484,1
"Augustinus, Aurelius",7.75,1489,1
"Augustinus, Aurelius",48.58,1489,1
"Festus, Sextus Pompeius","Boninus de Boninis, de Ragusia",1483,1
"Augustinus, Aurelius",18 Sept. 1488,1488,1
"Augustinus, Aurelius",BE,1488,1
"Augustinus, Aurelius",2792482,1488,1
"Augustinus, Aurelius",13 Feb. 1489,1489,1
"Ficinus, Marsilius",Florence,1481,1
"Feurs, Antoine de, Bishop of Mâcon",[Lyons,1489,1
"Augustinus, Aurelius",Deventer,1483,1
"Augustinus, Aurelius",Bartholomaeus de Unkel],1482,1
"Ferrières, Henri de",3027422,1486,1
"Ferrières, Henri de",FR,1486,1
"Augustinus, Aurelius",48.86,1483,1
"Augustinus, Aurelius",48.86,1489,1
"Ferrières, Henri de",Antoine Neyret,1486,1
"Ferrerius, Vincentius, S",7285161,1488,1
"Augustinus, Aurelius",2861650,1483,1
"Ferrerius, Vincentius, S",2861650,1483,1
"Augustinus, Aurelius",1480,1480,1
"Ferrerius, Vincentius, S",DE,1483,1
"Ferrerius, Vincentius, S",50.94,1485,1
"Augustinus, Aurelius",[Thierry Martens and Johannes de Westfalia],1487,1
"Augustinus, Aurelius",[Alost,1487,1
"Augustinus, Aurelius",Thierry Martens,1487,1
"Augustinus, Aurelius",50.93,1487,1
"Augustinus, Aurelius",Milan,1486,1
"Augustinus, Aurelius",Henricus Mayer,1488,1
"Augustinus, Aurelius",about 1488],1488,1
"Augustinus, Aurelius",9.19,1486,1
"Augustinus, Aurelius",45.46,1486,1
"Augustinus, Aurelius",FR,1488,1
"Augustinus, Aurelius",Brescia,1486,1
"Augustinus, Aurelius",Jacobus Britannicus,1486,1
"Augustinus, Aurelius",6542283,1484,1
"Augustinus, Aurelius",3181554,1486,1
"Ferrerius, Vincentius, S",45.46,1488,1
"Augustinus, Aurelius",Padua,1484,1
"Augustinus, Aurelius",[Florence,1489,1
"Augustinus, Aurelius",[Leonardus Pachel and Uldericus Scinzenzeler],1480,1
"Augustinus, Aurelius",Eberhard Frommolt,1481,1
"Augustinus, Aurelius",20 June 1489,1489,1
"Augustinus, Aurelius",about 1481],1481,1
"Augustinus, Aurelius",4.86666666666667,1481,1
"Ferrerius, Vincentius, S",Cologne,1487,1
"Augustinus, Aurelius",2807788,1484,1
"Augustinus, Aurelius",6542283,1480,1
"Augustinus, Aurelius",3176959,1489,1
"Augustinus, Aurelius",[Basel],1489,1
"Augustinus, Aurelius",12 Nov. 1489,1489,1
"Augustinus, Aurelius",3164603,1489,1
"Augustinus, Aurelius",[Louvain,1483,1
"Augustinus, Aurelius",[Zwolle,1487,1
"Augustinus, Aurelius",6.11,1487,1
"Augustinus, Aurelius",52.51,1487,1
"Augustinus, Aurelius",[Geneva,1480,1
"Augustinus, Aurelius",Louis Cruse,1480,1
"Augustinus, Aurelius",Johannes Siber,1486,1
Augustinus de Ancona,45.76,1485,1
Augustinus de Ancona,Venice,1487,1
Augustinus de Ancona,45.43,1487,1
Augustinus de Ancona,3164603,1487,1
"Aurelius Victor, Sextus",Antonius Zarotus,1484,1
"Ferrerius, Vincentius, S",6.96,1485,1
"Aurelius Victor, Sextus",45.43,1486,1
"Aurelius Victor, Sextus",3164603,1486,1
Averroes,'Venice',1482,1
Averroes,"Andreas Torresanus, de Asula",1488,1
Avicenna,Bologna,1482,1
Avicenna,Venice,1484,1
Avicenna,1486,1486,1
Avicenna,IT,1483,1
Avicenna,3164603,1486,1
"Avienus, Rufius Festus",Venice,1488,1
"Avienus, Rufius Festus","Antonius de Strata, de Cremona",1488,1
Aymon,Printer of 'L'Abusé en court',1485,1
"Azo, Portius",DE,1482,1
Aymon,2996944,1485,1
"Baco, Johannes",Paris,1484,1
"Bämler, Johann",[after 5 Aug. 1495],1486,1
"Ferrerius, Vincentius, S",6.96,1482,1
"Baco, Johannes",21 June 1485,1485,1
"Bämler, Johann",10.89,1487,1
"Ferrerius, Vincentius, S",Nicolaus Kesler,1488,1
"Bämler, Johann",10.89,1486,1
"Bämler, Johann",48.37,1487,1
"Ferrariis, Johannes Petrus de",FR,1487,1
"Bämler, Johann",48.37,1486,1
"Bämler, Johann",DE,1487,1
"Bämler, Johann",DE,1486,1
"Bämler, Johann",6557107,1487,1
"Bämler, Johann",6557107,1486,1
"Balbus, Hieronymus",[Ulrich Gering,1488,1
"Bagellardus, Paulus","Boninus de Boninis, de Ragusia",1486,1
"Balbus, Hieronymus",[Paris,1488,1
"Balbus, Hieronymus",after 12 May 1483],1483,1
"Bagnyon, Jean",between Feb. and 6 Apr. 1487],1487,1
"Bagnyon, Jean",4.84,1487,1
Baldovinus Sabaudiensis,[Jean de Vingle,1489,1
Baldassarre da Bologna,not before 10 Sept. 1480],1480,1
Baldovinus Sabaudiensis,[Lyons,1489,1
Baldassarre da Bologna,44.49,1480,1
Baltherus,about 1480],1480,1
Baltherus,7.59,1480,1
Baltherus,47.56,1480,1
"Bandellus de Castronovo, Vincentius",12 Feb. 1481,1481,1
"Bandellus de Castronovo, Vincentius",10.6872222222222,1486,1
"Bandellus de Castronovo, Vincentius",44.49,1481,1
"Bandellus de Castronovo, Vincentius",IT,1481,1
"Ferrariis, Johannes Petrus de",2861650,1482,1
"Ferrariis, Johannes Petrus de",4.84,1487,1
Baptista Mantuanus,about 1489],1489,1
Baptista Mantuanus,[Bologna,1488,1
"Barbarus, Hermolaus",[Rome,1486,1
"Barbarus, Hermolaus",1487],1486,1
"Barbarus, Hermolaus",50.93,1486,1
"Ferrariis, Johannes Petrus de","Bernardinus Stagninus, de Tridino",1489,1
"Ferrariis, Johannes Petrus de",Venice,1489,1
"Barbatia, Andreas",Ugo Rugerius,1488,1
"Ferrariis, Johannes Petrus de",Lyons,1487,1
"Barberiis, Philippus de",Johann and Conrad Hist,1488,1
"Barbatia, Andreas",8 Mar. 1488,1488,1
"Barberiis, Philippus de",1 Dec. 1481,1481,1
"Barbatia, Andreas",44.49,1488,1
"Barberiis, Philippus de",DE,1488,1
"Barbatia, Andreas",3181928,1488,1
"Barbus, Johannes",[Padua,1483,1
Bartholomaeus Anglicus,[Lyons],1480,1
"Barbus, Johannes",Matthaeus Cerdonis,1483,1
Bartholomaeus Anglicus,[Lyons,1482,1
Bartholomaeus Anglicus,"Johann Koelhoff, the Elder",1483,1
Bartholomaeus Anglicus,1481,1481,1
Bartholomaeus Anglicus,14 Feb. 1485,1485,1
Bartholomaeus Anglicus,50.94,1481,1
Bartholomaeus Anglicus,49.4541666666667,1483,1
Bartholomaeus Anglicus,48.58,1485,1
Bartholomaeus Anglicus,DE,1481,1
Bartholomaeus Anglicus,2886242,1481,1
"Fernandus, Carolus",6455259,1487,1
Bartholomaeus Anglicus,2861650,1483,1
Bartholomaeus Anglicus,Mathias Huss,1482,1
"Ferrariis, Johannes Petrus de",3164603,1484,1
Bartholomaeus Anglicus,Mathias Huss,1485,1
Bartholomaeus Anglicus,Guillaume Le Roy,1486,1
Bartholomaeus Anglicus,7 Apr. 1487,1487,1
Bartholomaeus Anglicus,45.76,1487,1
Bartholomaeus Anglicus,2996944,1485,1
Bartholomaeus de Chaimis,[Heidelberg,1485,1
Bartholomaeus de Chaimis,Printer of Lindelbach (Heinrich Knoblochtzer),1489,1
Bartholomaeus de Chaimis,31 May 1480,1480,1
Bartholomaeus de Chaimis,[Hagenau,1489,1
Bartholomaeus de Chaimis,45.43,1486,1
Bartholomaeus de Chaimis,IT,1486,1
Bartholomaeus de Chaimis,2861650,1482,1
Bartholomaeus de Chaimis,52.05,1489,1
Bartholomaeus de Chaimis,FR,1489,1
Bartholomaeus de Sancto Concordio,Venice,1481,1
Bartholomaeus de Sancto Concordio,"Nicolaus Girardengus, de Novis",1481,1
Bartholomaeus de Sancto Concordio,IT,1481,1
Bartolus de Saxoferrato,5 May 1484,1484,1
Bartolus de Saxoferrato,21 Oct. 1488,1488,1
Bartolus de Saxoferrato,25 Feb. 1487/88,1488,1
Bartolus de Saxoferrato,6 Sept. 1485,1485,1
Bartolus de Saxoferrato,11 Mar. 1486,1486,1
Bartolus de Saxoferrato,30 Nov. 1488,1488,1
"Diogenes Laertius, Pseudo-","Francesco Bonaccorsi and Antonius Francisci, Venetus",1488,1
Diomedes,"Henricus de Sancto Ursio, Zenus (Rigo di ca Zeno)",1486,1
"Diogenes Laertius, Pseudo-",9 Dec. 1480,1480,1
"Diogenes Laertius, Pseudo-",12.34,1480,1
"Diogenes Laertius, Pseudo-",11.26,1489,1
Diomedes,2.35,1480,1
"Diogenes Laertius, Pseudo-",45.43,1480,1
"Diogenes Laertius, Pseudo-",43.77,1489,1
"Fernandus, Carolus",Johannes Higman,1487,1
Diomedes,FR,1480,1
"Diogenes Laertius, Pseudo-",3176959,1488,1
Dionysius de Burgo Sancti Sepulcri,Anton Sorg,1489,1
Dionysius de Burgo Sancti Sepulcri,DE,1489,1
Dionysius Carthusiensis,4.4,1488,1
Dionysius Carthusiensis,52.01,1486,1
Dionysius Carthusiensis,52.01,1487,1
Dionysius Carthusiensis,51.22,1488,1
Dionysius Carthusiensis,2803138,1488,1
"Fernandus, Carolus",48.86,1487,1
Dominicus Maria de Novaria,Dionysius Bertochus,1486,1
Dominicus Maria de Novaria,about 1483],1483,1
"Ferrariis, Johannes Petrus de",IT,1484,1
"Ferrariis, Johannes Petrus de",IT,1480,1
Dominicus Maria de Novaria,11.35,1486,1
Dominicus Maria de Novaria,41.89,1483,1
"Ferrariis, Johannes Petrus de",45.43,1487,1
Dominicus de Sancto Geminiano,Andreas Calabrensis,1486,1
Dominicus de Sancto Geminiano,23 Feb. 1486,1486,1
Dominicus de Sancto Geminiano,IT,1489,1
"Donatus, Aelius",[Basel,1480,1
"Donatus, Aelius",[Rouen? or Paris?,1480,1
"Donatus, Aelius",12.13,1480,1
"Donatus, Aelius",47.56,1480,1
"Donatus, Aelius",49.4430555555556,1480,1
"Donatus, Aelius",Augsburg,1481,1
"Donatus, Aelius",[Milan,1480,1
"Donatus, Aelius",Heinrich Knoblochtzer,1483,1
"Donatus, Aelius",Ulrich Zel,1487,1
"Donatus, Aelius",about 1483],1483,1
"Donatus, Aelius",7.75,1483,1
"Donatus, Aelius",6.96,1487,1
"Donatus, Aelius",9.19,1480,1
"Donatus, Aelius",50.94,1487,1
"Donatus, Aelius",2973783,1483,1
"Donatus, Aelius",Venice,1489,1
"Donatus, Ludovicus",[Rome,1482,1
"Donatus, Aelius",Heinrich Quentell,1488,1
"Donatus, Aelius",Theodorus de Ragazonibus,1489,1
"Donatus, Ludovicus",after 28 Aug. 1482],1482,1
"Ferrariis, Johannes Petrus de",45.46,1480,1
"Donatus, Aelius",GB,1487,1
"Donatus, Aelius",DE,1488,1
"Dozoli, Laurentius, and Buyer, Jacques",Antoine Caillaut,1483,1
"Dondis, Jacobus de",45.43,1481,1
"Dulcinius, Stephanus",9.19,1489,1
"Drohobycz, Georgius de",41.89,1483,1
"Drohobycz, Georgius de",3169071,1483,1
"Duns Scotus, Johannes",[14]81,1481,1
"Fernandus, Carolus",about 1487-88],1487,1
"Ferrariis, Johannes Petrus de",12.34,1484,1
"Ferrariis, Johannes Petrus de",11.0775,1482,1
"Duns Scotus, Johannes",Johannes Persan Dauvome,1483,1
"Duns Scotus, Johannes",1483,1483,1
"Duns Scotus, Johannes",14 Nov. 1481,1481,1
"Dupuis, Mary",after 19 Aug. 1480],1481,1
"Dupuis, Mary",3.61,1482,1
"Dupin, Jean",3027422,1485,1
"Duranti, Guillelmus",Lyons,1481,1
"Duranti, Guillelmus",[Strassburg,1483,1
"Duranti, Guillelmus",Strassburg,1484,1
"Duranti, Guillelmus",[Printer of the 1483 Jordanus de Quedlinburg (Georg Husner),1484,1
"Duranti, Guillelmus",18 May 1482,1482,1
"Duranti, Guillelmus",not after 1483],1483,1
"Duranti, Guillelmus",not after Oct.] 1484,1484,1
"Duranti, Guillelmus",7.75,1483,1
"Duranti, Guillelmus",45.76,1481,1
"Duranti, Guillelmus",48.58,1484,1
"Duranti, Guillelmus",DE,1481,1
"Duranti, Guillelmus",IT,1482,1
"Duranti, Guillelmus",FR,1484,1
"Duranti, Guillelmus",6541465,1480,1
"Duranti, Guillelmus",2973783,1483,1
"Duranti, Guillelmus",Venice,1487,1
"Duranti, Guillelmus",Basel,1488,1
"Duranti, Guillelmus",[Johann Prüss],1486,1
"Duranti, Guillelmus",8 Dec. 1485,1485,1
"Duranti, Guillelmus",13 July 1486,1486,1
"Duranti, Guillelmus",20 Nov. 1487,1487,1
"Duranti, Guillelmus",7.59,1488,1
"Duranti, Guillelmus",45.43,1487,1
"Duranti, Guillelmus",47.56,1488,1
"Duranti, Guillelmus",45.76,1486,1
"Duranti, Guillelmus",IT,1485,1
"Duranti, Guillelmus",DE,1486,1
"Duranti, Guillelmus",IT,1488,1
"Ebrardi, Udalricus",Memmingen,1488,1
"Ebelson, Jakob",8.27,1487,1
"Ebelson, Jakob",49.99,1487,1
"Burlaeus, Gualtherus",[about 1479],1480,1
Eike von Repgow,Cologne,1480,1
"Ferrariis, Johannes Petrus de",25 Oct. 1484,1484,1
Eike von Repgow,Johann Schönsperger,1482,1
Eike von Repgow,Anna Rügerin,1484,1
"Ferrariis, Johannes Petrus de",28 Feb. 1482,1482,1
Eike von Repgow,24 May 1481,1481,1
"Fernandus, Carolus",[Paris,1487,1
"Ferrariis, Johannes Petrus de",Jacobinus Suigus,1487,1
"Ferrariis, Johannes Petrus de",Johannes Antonius de Honate,1481,1
"Eck, Paulus",DE,1488,1
Eike von Repgow,DE,1480,1
Eike von Repgow,DE,1484,1
"Fernandus, Carolus",about 1487],1487,1
Eike von Repgow,6557107,1484,1
Eike von Repgow,Stendal,1488,1
Eike von Repgow,[Moritz Brandis],1488,1
Eike von Repgow,4.71,1482,1
Eike von Repgow,52.6,1488,1
Eike von Repgow,51.34,1488,1
Eike von Repgow,NL,1482,1
Eleonora D'Arborea,Printer of the 'Carta de logu',1480,1
Eleonora D'Arborea,9.11,1480,1
Eleonora D'Arborea,39.22,1480,1
"Ernst, Herzog von Sachsen, Erzbischof von Magdeburg",before 17 Sept. 1481],1481,1
"Ernst, Herzog von Sachsen, Erzbischof von Magdeburg",12.37,1481,1
"Burlaeus, Gualtherus",FR,1480,1
"Ernst, Herzog von Sachsen, Erzbischof von Magdeburg",DE,1481,1
"Burlaeus, Gualtherus",8.43,1485,1
"Ernst, Herzog von Bayern und Österreich",[Augsburg,1485,1
"Burlaeus, Gualtherus",about 1487],1485,1
"Burlaeus, Gualtherus",[Southern Netherlands?,1487,1
"Ernst, Herzog von Bayern und Österreich",Anton Sorg,1480,1
"Burlaeus, Gualtherus","Bonetus Locatellus, for Octavianus Scotus",1488,1
"Eschuid, Johannes",12.34,1489,1
"Ernst, Herzog von Bayern und Österreich",10.89,1480,1
"Ernst, Herzog von Bayern und Österreich",48.37,1480,1
"Ernst, Herzog von Bayern und Österreich",DE,1480,1
"Esteve, Juan",45.43,1489,1
Euclides,Venice,1482,1
Eusebius Caesariensis,Venice,1483,1
Eusebius Caesariensis,Erhard Ratdolt,1483,1
Euclides,45.43,1482,1
"Eugenius IV, Pont. Max. (formerly Gabriel Condolmieri)",IT,1486,1
Euclides,3164603,1482,1
Eusebius Caesariensis,12.24,1480,1
Eusebius Caesariensis,IT,1480,1
"Eustochius, Laurentius",Angelus and Jacobus Britannicus,1488,1
"Euvrardi, Claudius",Jean Du Pré (printer of Lyons),1483,1
"Eustochius, Laurentius",after 1 Mar. 1488],1488,1
"Euvrardi, Claudius",1483],1483,1
"Euvrardi, Claudius",5.88,1483,1
"Eustochius, Laurentius",45.54,1488,1
"Euvrardi, Claudius",46.94,1483,1
"Eustochius, Laurentius",3181554,1488,1
"Eyb, Albertus de",[Basel,1484,1
"Eyb, Albertus de",[Andreas de Paltasichis?],1487,1
"Eyb, Albertus de",Augsburg,1482,1
"Eyb, Albertus de",[Venice,1487,1
"Eyb, Albertus de",Theodorus de Ragazonibus?],1487,1
"Eyb, Albertus de",Heinrich Quentell],1484,1
"Eyb, Albertus de",1 Feb. 1487,1487,1
"Eyb, Albertus de",10.89,1482,1
"Eyb, Albertus de",41.89,1480,1
"Eyb, Albertus de",12.34,1487,1
"Eyb, Albertus de",not after 1484],1484,1
"Eyb, Albertus de",2973783,1484,1
"Eyb, Albertus de",Basel,1488,1
"Faber de Budweis, Wenceslaus",Printer of Capotius (Martin Landsberg or Andreas Frisner),1486,1
"Burlaeus, Gualtherus",8 July 1488,1488,1
"Faber de Budweis, Wenceslaus",2879139,1486,1
"Faber Runcinus, Johannes",4.84,1485,1
"Faber Runcinus, Johannes",45.76,1485,1
"Faber Runcinus, Johannes",2996944,1480,1
"Burlaeus, Gualtherus",10 Dec. 1481,1481,1
"Fabrica, Johannes de",45.76,1488,1
"Faela, Johannes Nicolaus",[Rome,1484,1
"Falcutius, Nicolaus",Octavianus Scotus,1484,1
"Falcutius, Nicolaus",[about 1484],1484,1
"Faela, Johannes Nicolaus",12.49,1482,1
"Falcutius, Nicolaus",12.34,1484,1
"Falcutius, Nicolaus",IT,1484,1
Felicianus,Memmingen,1486,1
Felicianus,Albrecht Kunne,1486,1
"Farenus, Antonius",Guillaume Le Roy,1483,1
Felicianus,10.18,1486,1
Felicianus,47.98,1485,1
"Farenus, Antonius",45.76,1483,1
"Favazolli, Ludovico",IT,1485,1
Felicianus,DE,1485,1
Felicianus,3220886,1485,1
"Ferdinandus I, rex Siciliae",Francesco del Tuppo,1480,1
"Ferdinandus et Isabella, reges Hispanienses",-2.69,1485,1
"Ferdinandus I, rex Siciliae",40.84,1480,1
"Ferdinandus et Isabella, reges Hispanienses",40.96,1480,1
"Ferdinandus et Isabella, reges Hispanienses",40.15,1485,1
"Ferdinandus I, rex Siciliae",IT,1480,1
"Ferdinandus I, rex Siciliae",3172395,1480,1
"Ferdinandus et Isabella, reges Hispanienses",3111108,1480,1
"Ferdinandus, Valascus",[Rome,1485,1
"Ferdinandus, Valascus",Andreas Freitag,1485,1
"Ferdinandus et Isabella, reges Hispanienses",2.17,1482,1
"Ferdinandus, Valascus",12.49,1485,1
"Ferdinandus, Valascus",41.89,1485,1
"Ferdinandus et Isabella, reges Hispanienses",3128760,1482,1
Jacobus de Voragine,Cologne,1480,1
"Burlaeus, Gualtherus","Johannes Herbort, de Seligenstadt",1482,1
Jacobus de Voragine,Anton Koberger,1481,1
Jacobus de Voragine,12.34,1480,1
Jacobus de Voragine,11.0775,1481,1
"Burlaeus, Gualtherus","Bernardinus Stagninus, de Tridino",1485,1
"Burlaeus, Gualtherus",Venice,1488,1
Jacobus de Voragine,2861650,1481,1
Jacobus de Voragine,Lyons,1480,1
Jacobus de Voragine,Lyons,1484,1
Jacobus de Voragine,[Lyons,1489,1
Jacobus de Voragine,Reutlingen,1482,1
Jacobus de Voragine,Nicolaus Philippi,1486,1
"Burlaeus, Gualtherus",Venice,1485,1
Jacobus de Voragine,Jean Du Pré (printer of Lyons),1489,1
Jacobus de Voragine,Conrad Fyner,1481,1
Jacobus de Voragine,[Johann Otmar,1482,1
Jacobus de Voragine,"19 Oct., 2 Dec. 1482",1482,1
Jacobus de Voragine,4.84,1489,1
Jacobus de Voragine,45.76,1484,1
Jacobus de Voragine,48.37,1480,1
Jacobus de Voragine,2996944,1484,1
Jacobus de Voragine,2818246,1481,1
Jacobus de Voragine,6557107,1482,1
Jacobus de Voragine,6557107,1485,1
"Burlaeus, Gualtherus",Pavia,1488,1
Jacobus de Voragine,Augsburg,1487,1
"Buridanus, Johannes",4.84,1487,1
Jacobus de Voragine,[Lübeck,1480,1
Jacobus de Voragine,Matthaeus Brandis,1487,1
Jacobus de Voragine,1487,1487,1
Jacobus de Voragine,about 1485],1487,1
Jacobus de Voragine,23 June 1481,1481,1
Jacobus de Voragine,22 Oct. 1484,1484,1
Jacobus de Voragine,10.89,1489,1
Jacobus de Voragine,10.6872222222222,1488,1
Jacobus de Voragine,12.34,1484,1
Jacobus de Voragine,45.43,1481,1
"Buridanus, Johannes",15 Nov. 1487,1487,1
Jacobus de Voragine,6557107,1488,1
Jacobus de Voragine,2874545,1487,1
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",[Cologne,1482,1
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",[Cologne,1485,1
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",[Deventer,1485,1
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",[Lyons,1485,1
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",Paris,1488,1
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",Deventer,1489,1
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",Johann Guldenschaff,1482,1
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",Heinrich Quentell,1485,1
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",Richardus Pafraet,1485,1
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",Johannes Siber,1485,1
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",Johann Otmar,1486,1
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",Leonardus Pachel and Uldericus Scinzenzeler,1487,1
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",8 Nov. 1481,1481,1
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",15 Sept. 1487,1487,1
"Buridanus, Johannes",about 1489],1489,1
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",2.35,1481,1
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",9.19,1487,1
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",6.16,1489,1
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",52.25,1485,1
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",45.46,1487,1
Bueve de Hantone,Stephan Plannck,1485,1
"Johann II, bishop of Liège",DE,1486,1
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",about 1484],1484,1
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",NL,1485,1
"Burlaeus, Gualtherus",Venice,1482,1
Burchiello,3164603,1485,1
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",2861650,1489,1
"Buonaccorsi, Filippo",IT,1489,1
Burchiello,41.89,1481,1
Burchiello,24 July 1485,1485,1
"Buonaccorsi, Filippo",about 1489],1489,1
Burchiello,"Antonius de Strata, de Cremona",1485,1
Burchiello,Georgius Teutonicus (Herolt or Lauer) and Sixtus Riessinger],1481,1
"Johannes de Cardona, commissary",Friedrich Creussner,1480,1
"Johannes de Cardona, commissary",Michael Greyff,1480,1
"Johannes de Cardona, commissary",Conradus Braem,1481,1
Burchiello,[Rome,1481,1
"Johannes de Cardona, commissary",Nicolaus Bechtermüntze,1481,1
Johannes Carthusiensis,Nicolaus Jenson,1480,1
Johannes Carthusiensis,1480,1480,1
Johannes de Capua,10.0,1484,1
"Johannes de Cardona, commissary",6.96,1480,1
"Johannes de Cardona, commissary",9.21,1480,1
"Johannes de Cardona, commissary",6.16,1481,1
"Johannes de Cardona, commissary",49.4541666666667,1480,1
"Johannes de Cardona, commissary",47.3666666666667,1481,1
"Bugnin, Jacques de",46.2,1487,1
"Johannes de Cardona, commissary",52.25,1481,1
Bueve de Hantone,IT,1489,1
Johannes Carthusiensis,45.43,1480,1
Johannes Carthusiensis,49.4,1489,1
"Johannes de Cardona, Commissary",DE,1480,1
Bueve de Hantone,45.43,1487,1
"Johannes de Cardona, commissary",NL,1481,1
"Johannes de Cardona, commissary",CH,1480,1
Johannes Carthusiensis,DE,1489,1
"Johannes de Cardona, commissary",2861650,1480,1
"Johannes de Cardona, commissary",2756987,1481,1
Johannes Carthusiensis,3164603,1480,1
"Johannes Nivicellensis, Abbas",[Johann Amerbach],1489,1
Bueve de Hantone,11.35,1480,1
Johannes de Muris,Marcus Brandis,1484,1
"Johannes Nivicellensis, Abbas",[Michael Furter],1489,1
"Johannes Nivicellensis, Abbas",24 Sept. 1482,1482,1
"Johannes Nivicellensis, Abbas",22 June 1487; 12 July 1487,1487,1
"Johannes Nivicellensis, Abbas",Basel,1489,1
Johannes de Muris,12.37,1484,1
"Johannes Nivicellensis, Abbas",6.96,1482,1
Bueve de Hantone,28 Aug. 1489,1489,1
Johannes de Margarit,41.89,1481,1
"Johannes Nivicellensis, Abbas",47.56,1487,1
Johannes de Latoszyn,DE,1486,1
"Johannes Nivicellensis, Abbas",7.59,1489,1
Bueve de Hantone,Hannibal Foxius,1487,1
Johannes de Margarit,3169071,1481,1
Johannes de Muris,2879139,1484,1
"Johannes Nivicellensis, Abbas",7285161,1487,1
"Johannes Nivicellensis, Abbas",CH,1489,1
Johannes de Verdena,Reutlingen,1484,1
Johannes de Verdena,Augsburg,1485,1
Johannes de Verdena,Basel,1489,1
Johannes de Verdena,Strassburg,1489,1
Johannes de Verdena,Johann Otmar,1484,1
Johannes de Verdena,Nicolaus Philippi,1488,1
Johannes de Verdena,15 Sept. 1485,1485,1
Johannes de Verdena,9.21,1484,1
Johannes de Verdena,48.4,1480,1
Johannes de Verdena,50.94,1481,1
Johannes de Verdena,48.49,1484,1
"Brutus, Petrus",Vicenza,1489,1
Johannes de Verdena,DE,1481,1
Johannes de Verdena,CH,1484,1
Johannes de Verdena,DE,1486,1
Johannes de Verdena,7285161,1484,1
Johannes de Verdena,6557107,1485,1
Johannes de Verdena,2861650,1486,1
Paulus de Castro,"Henricus de Colonia, for Laurentius Canizarius, Jacobus Germonia and Luca de Martinis",1485,1
