Source,Target,year_of_publication,Weight
Otto von Passau,NL,1480,1
Otto von Passau,2745912,1480,1
"Ovidius Naso, Publius",[Rome,1482,1
"Ovidius Naso, Publius",[about 1475-76],1480,1
"Ovidius Naso, Publius",Leonardus Pachel and Uldericus Scinzenzeler,1481,1
"Ovidius Naso, Publius",Stephan Plannck,1489,1
"Gerson, Johannes",Vienna,1482,1
"Ovidius Naso, Publius",9 Aug. 1488,1488,1
"Ovidius Naso, Publius",1481?],1481,1
"Gerson, Johannes",[Printer of the 'Historie von S. Rochus'],1482,1
"Ovidius Naso, Publius",12.49,1482,1
"Ovidius Naso, Publius",10.33,1481,1
"Ovidius Naso, Publius",45.46,1481,1
"Gerson, Johannes",[Speyer,1483,1
"Ovidius Naso, Publius",43.77,1488,1
"Ovidius Naso, Publius",44.81,1481,1
"Ovidius Naso, Publius",45.46,1486,1
"Garlandia, Johannes de",2830582,1489,1
"Ovidius Naso, Publius",3176959,1488,1
"Garlandia, Johannes de",2757345,1488,1
"Ovidius Naso, Publius",6542283,1485,1
"Ovidius Naso, Publius",[Naples,1480,1
"Ovidius Naso, Publius",Venice,1484,1
"Ovidius Naso, Publius",Baptista de Tortis,1481,1
"Ovidius Naso, Publius",Johannes Schade and Henricus Fortis (Heinrich Stark?),1484,1
"Ovidius Naso, Publius",2 Oct. 1489,1489,1
"Ovidius Naso, Publius",'8 Nov. 1482' [after 8 Nov. 1482],1482,1
"Ovidius Naso, Publius",24 Apr. 1484,1484,1
"Ovidius Naso, Publius",16 Mar. 1485,1485,1
"Ovidius Naso, Publius",10 June 1485,1485,1
"Garlandia, Johannes de",Deventer,1485,1
"Garlandia, Johannes de",DE,1489,1
"Garlandia, Johannes de",BE,1486,1
"Ovidius Naso, Publius",12.34,1488,1
"Ovidius Naso, Publius",45.54,1489,1
"Garlandia, Johannes de",48.49,1488,1
"Ovidius Naso, Publius",45.43,1488,1
"Garlandia, Johannes de",52.01,1488,1
"Garlandia, Johannes de",49.4,1486,1
Remigius,[Basel,1482,1
Remigius,[after 14 Mar. 1489],1486,1
Remigius,Johann Besicken,1482,1
Remigius,Johann Prüss,1485,1
Remigius,Peter Drach],1486,1
Remigius,Johann Prüss,1488,1
Remigius,[Antwerp,1486,1
Remigius,7.59,1482,1
Remigius,12.37,1486,1
Remigius,47.56,1480,1
Remigius,12.37,1487,1
Remigius,9.21,1488,1
Remigius,CH,1482,1
"Garlandia, Johannes de",8.43,1489,1
Remigius,7.75,1486,1
Remigius,48.49,1488,1
Remigius,7285161,1480,1
Remigius,6556725,1483,1
Remigius,2861650,1485,1
Remigius,2838634,1486,1
Remigius,2879139,1486,1
Remigius,DE,1487,1
Remigius,2879139,1487,1
"Garlandia, Johannes de",4.36,1488,1
"Garlandia, Johannes de",8.68,1486,1
"Garlandia, Johannes de",6.96,1480,1
"Garlandia, Johannes de",1488,1488,1
"Rudolphus de Scherenberg, Episcopus Herbipolensis (Würzburg)",after 20 Oct. 1481],1481,1
"Rudolphus de Scherenberg, Episcopus Herbipolensis (Würzburg)",after 2 Jan. 1482],1482,1
"Rudolphus de Scherenberg, Episcopus Herbipolensis (Würzburg)",after 9 Sept. 1489],1489,1
"Rudolphus de Scherenberg, Episcopus Herbipolensis (Würzburg)",after 25 Feb. 1489],1489,1
Rudolphus de Novimagio,6.96,1483,1
"Garlandia, Johannes de",'circa' 22 July 1487,1487,1
"Garlandia, Johannes de",about 1480],1480,1
Rudolphus de Novimagio,DE,1483,1
"Garlandia, Johannes de",Heinrich Quentell],1487,1
"Garlandia, Johannes de",Reutlingen,1488,1
"Garlandia, Johannes de",[Heidelberg,1486,1
Salomon et Marcolphus,[Cologne,1480,1
Salomon et Marcolphus,[Schleswig,1486,1
"Garlandia, Johannes de",Antwerp,1486,1
Salomon et Marcolphus,Printer of Aristeas (H 1655*),1483,1
Salomon et Marcolphus,Stephanus Arndes,1486,1
Salomon et Marcolphus,Richardus Pafraet],1488,1
Salomon et Marcolphus,9.57,1486,1
Salomon et Marcolphus,54.52,1486,1
Salomon et Marcolphus,52.25,1488,1
Salomon et Marcolphus,49.4541666666667,1486,1
Salomon et Marcolphus,DE,1483,1
Salomon et Marcolphus,about 1484],1484,1
Salomon et Marcolphus,DE,1489,1
Salomon et Marcolphus,2886242,1480,1
Salomon et Marcolphus,2838634,1486,1
Fridericus III,1484],1484,1
Salomon et Marcolphus,52.13,1484,1
Origenes,Rome,1481,1
"Oresme, Nicolaus",IT,1482,1
"Orosius, Paulus",[Vicenza],1482,1
"Orosius, Paulus",Octavianus Scotus,1483,1
"Orosius, Paulus",Leonardus Achates de Basilea,1482,1
"Orosius, Paulus",45.43,1483,1
"Orosius, Paulus",IT,1483,1
Ortolff von Bay(e)rlandt,Bartholomaeus Ghotan,1484,1
Ortolff von Bay(e)rlandt,10.6872222222222,1484,1
"Orterius, Georgius de Frickenhausen",51.34,1489,1
"Orterius, Georgius de Frickenhausen",DE,1489,1
"Ovidius Naso, Publius",for Lucantonio [Giunta],1489,1
"Ovidius Naso, Publius",[Naples],1480,1
"Friedrich III der Weise, Kurfürst und Herzog von Sachsen, and Johannes der Beständige, Herzog von Sachsen",2879139,1488,1
Fridericus III,IT,1488,1
"Ovidius Naso, Publius",3164603,1489,1
"Ovidius Naso, Publius","Uldericus Scinzenzeler, for Gabriel Conagus",1489,1
"Ovidius Naso, Publius",5 June 1483,1483,1
"Friedrich III der Weise, Kurfürst und Herzog von Sachsen, and Johannes der Beständige, Herzog von Sachsen",DE,1488,1
"Ovidius Naso, Publius",9.19,1489,1
Fridericus III,45.46,1488,1
"Ovidius Naso, Publius",Bruges,1484,1
"Ovidius Naso, Publius",15 May 1480,1480,1
"Quintilianus, Marcus Fabius (Pseudo-)","Lucas Dominici F., Venetus",1481,1
"Quintilianus, Marcus Fabius (Pseudo-)","Peregrinus de Pasqualibus, Bononiensis and Dionysius Bertochus",1482,1
"Quagliolinus, Laurens",1488?],1488,1
"Quintilianus, Marcus Fabius (Pseudo-)",2 Aug. 1481,1481,1
"Quintilianus, Marcus Fabius (Pseudo-)",45.43,1481,1
"Quintilianus, Marcus Fabius (Pseudo-)",IT,1481,1
"Quintilianus, Marcus Fabius (Pseudo-)",3164603,1482,1
"Radulphis, Riccardus de, Archiepiscopus Armachanus",[Rouen,1485,1
"Radulphis, Riccardus de, Archiepiscopus Armachanus",[Lyons,1487,1
"Radulphis, Riccardus de, Archiepiscopus Armachanus",Antoine Caillaut,1483,1
"Radulphis, Riccardus de, Archiepiscopus Armachanus",Guillaume Le Roy,1487,1
"Radulphis, Riccardus de, Archiepiscopus Armachanus",about 1488],1488,1
"Radulphis, Riccardus de, Archiepiscopus Armachanus",2.35,1483,1
"Radulphis, Riccardus de, Archiepiscopus Armachanus",4.84,1487,1
"Fridericus III, Imperator",DE,1489,1
"Rampigollis, Antonius and Bindo de Senis",2861650,1481,1
"Ramus, Bartholomaeus","Johannes Schriber, de Annunciata, for] Balthasar de Ruberia",1482,1
"Ramus, Bartholomaeus",Bologna,1482,1
"Ramus, Bartholomaeus",5 June 1482,1482,1
"Ramus, Bartholomaeus",[Balthasar de Ruberia and Henricus de Colonia],1482,1
"Fridericus III, Imperator",50.94,1489,1
"Ratdolt, Erhard",45.43,1484,1
"Ratdolt, Erhard",DE,1486,1
"Reger, Johann",Anton Koberger,1486,1
"Refrigerio, Giovanni Battista",12.34,1487,1
"Refrigerio, Giovanni Battista",45.43,1487,1
"Refrigerio, Giovanni Battista",3164603,1487,1
"Regiomontanus, Johannes (Müller, Johann, of Königsberg)",Venice,1483,1
Fridericus III,about 1488],1488,1
Reginaldus de Sancto Simone,Jean Bouyer?,1480,1
"Regiomontanus, Johannes (Müller, Johann, of Königsberg)",12.34,1482,1
"Regiomontanus, Johannes (Müller, Johann, of Königsberg)",12.34,1485,1
"Regiomontanus, Johannes (Müller, Johann, of Königsberg)",IT,1482,1
"Regiomontanus, Johannes (Müller, Johann, of Königsberg)",IT,1485,1
"Regiomontanus, Johannes (Müller, Johann, of Königsberg)",Erhard Ratdolt,1481,1
"Regiomontanus, Johannes (Müller, Johann, of Königsberg)",1481,1481,1
"Regiomontanus, Johannes (Müller, Johann, of Königsberg)",4 Apr. 1484,1484,1
"Regiomontanus, Johannes (Müller, Johann, of Königsberg)",45.43,1484,1
"Regiomontanus, Johannes (Müller, Johann, of Königsberg)",DE,1488,1
"Regiomontanus, Johannes (Müller, Johann, of Königsberg)",3164603,1484,1
"Regiomontanus, Johannes (Müller, Johann, of Königsberg)",6557107,1488,1
"Regius, Raphael",[Padua,1483,1
"Regiomontanus, Johannes (Müller, Johann, of Königsberg)",Nicolaus Philippi and Marcus Reinhart,1488,1
"Regius, Raphael",after 15 May 1483],1483,1
"Regius, Raphael",11.88,1483,1
"Regiomontanus, Johannes (Müller, Johann, of Königsberg)",FR,1488,1
"Regius, Raphael",3171728,1483,1
"Regnierus, Helias",25 June 1483,1483,1
"Regnierus, Helias",4 Aug. 1488,1488,1
"Regnierus, Helias",7.75,1488,1
"Regnierus, Helias",4.84,1488,1
"Reinhard (von Sickingen), Bischof von Worms",[Strassburg,1482,1
Remigius,Münster in Westfalen,1486,1
Reinaert,William Caxton,1489,1
Reinaert,-0.16,1489,1
"Rengart, Conradus",6557107,1483,1
"Reuchlin, Johannes",CH,1481,1
"Reuchlin, Johannes",[Lyons,1487,1
"Reuchlin, Johannes",Strassburg,1489,1
"Reuchlin, Johannes",[Johann Amerbach],1482,1
"Reuchlin, Johannes",Petrus Ungarus (Pierre Hongre),1482,1
"Reuchlin, Johannes",Nicolaus Kesler,1486,1
"Reuchlin, Johannes","Printer of Guido, 'Casus longi']",1487,1
"Reuchlin, Johannes",not after 1483],1483,1
"Reuchlin, Johannes",14 June 1488,1488,1
"Reuchlin, Johannes",4.84,1482,1
"Reuchlin, Johannes",9.21,1483,1
"Reuchlin, Johannes",7.75,1489,1
"Reuchlin, Johannes",47.56,1482,1
"Reuchlin, Johannes",45.76,1482,1
"Reuchlin, Johannes",CH,1486,1
"Reuchlin, Johannes",6558157,1483,1
"Rhasis, Mohammed",[Naples,1486,1
"Rhasis, Mohammed",[Gaeta,1487,1
"Rhasis, Mohammed",Francesco del Tuppo,1486,1
"Rhasis, Mohammed",about 1485],1485,1
"Rhasis, Mohammed",14 Feb. 1481,1481,1
"Rhasis, Mohammed",11.54,1480,1
"Rhasis, Mohammed",41.89,1485,1
"Rhasis, Mohammed",IT,1485,1
"Rhasis, Mohammed",3169071,1485,1
"Rhasis, Mohammed",3172395,1486,1
"Rhasis, Mohammed",3176438,1487,1
"Rhasis, Mohammed",18 Oct. 1486,1486,1
"Riccius, Jacobus",5 Oct. 1488,1488,1
"Rhasis, Mohammed",12.34,1483,1
"Riccius, Jacobus",12.34,1488,1
"Riccius, Facinus",45.46,1480,1
"Rhasis, Mohammed",3171728,1480,1
"Riccius, Jacobus",3164603,1488,1
Richardus de Sancto Victore,[Guy Marchant],1489,1
Richardus de Bury,[after 13 Jan. 1483],1483,1
Richardus de Sancto Victore,23 July 1489,1489,1
Richardus de Sancto Victore,2.35,1489,1
"Richental, Ulrich (von)",48.37,1483,1
"Richel, Bernhard",CH,1482,1
"Richel, Bernhard",7285161,1482,1
"Rivo, Radulphus de",Louvain,1485,1
Rinaldo,Francesco del Tuppo,1480,1
"Frezzi, Federico",3171180,1481,1
Rinaldo,1480?],1480,1
Rinaldo,3172395,1480,1
"Fridericus III, Imperator",6.96,1489,1
Fridericus III,10.0,1485,1
Robertus de Sancto Remigio,10.89,1482,1
"Rochus, S",1484,1484,1
"Fridericus III, Imperator",Ludwig von Renchen,1489,1
Robertus de Sancto Remigio,6557107,1482,1
Fridericus III,Conrad Dinckmut,1485,1
Rodericus Zamorensis,Augsburg,1488,1
"Fridericus III, Imperator",Johann Besicken,1483,1
"Rodulphis, Laurentius de","[Printer of Canaro, 'De materia excusatoris' (H 4306*)], for Bastianus and Raphael de Orlandis",1489,1
Rodericus Zamorensis,23 Aug. 1488,1488,1
"Rodriguez de Almela, Diego",28 May 1487,1487,1
"Rodulphis, Laurentius de",1 Apr. 1489,1489,1
Rodericus Zamorensis,4.84,1482,1
Rodericus Zamorensis,10.89,1488,1
Rodericus Zamorensis,47.2486111111111,1488,1
Rodericus Zamorensis,48.37,1488,1
"Fridericus III, Imperator",[Cologne,1489,1
Rodericus Zamorensis,6557107,1488,1
"Rodulphis, Laurentius de",6539734,1489,1
Rolandinus de Passageriis,Andreas de Bonetis,1483,1
Rolandinus de Passageriis,Bernardinus Benalius,1485,1
Rolandinus de Passageriis,13 May 1482,1482,1
Rolandinus de Passageriis,23 Sept. 1489,1489,1
Rolandinus de Passageriis,12 Dec. 1489,1489,1
"Fridericus III, Imperator",7285161,1480,1
Rolandinus de Passageriis,10.93,1489,1
Rolandinus de Passageriis,12.34,1483,1
Rolandinus de Passageriis,45.41,1482,1
Rolandinus de Passageriis,IT,1482,1
Rolandinus de Passageriis,3171728,1482,1
"Rolewinck, Werner",Venice,1480,1
"Rolewinck, Werner",12.34,1480,1
"Rolewinck, Werner",3164603,1480,1
"Rolewinck, Werner",Erhard Ratdolt,1481,1
"Rolewinck, Werner",Bernhard Richel,1482,1
"Rolewinck, Werner",20 Feb. 1482,1482,1
"Fridericus III, Imperator",47.56,1480,1
"Rolewinck, Werner",10.18,1482,1
"Rolewinck, Werner",50.94,1480,1
"Rolewinck, Werner",45.43,1481,1
"Rolewinck, Werner",IT,1481,1
"Frezzi, Federico",IT,1488,1
"Rolewinck, Werner",Venice,1484,1
"Rolewinck, Werner",Strassburg,1487,1
"Rolewinck, Werner",Johann Prüss,1487,1
"Rolewinck, Werner",[Cologne,1483,1
"Rolewinck, Werner",8 Sept. 1485,1485,1
"Rolewinck, Werner",2 Dec. 1486,1486,1
"Rolewinck, Werner",12.34,1484,1
"Rolewinck, Werner",IT,1486,1
"Rolewinck, Werner",3164603,1484,1
"Rolewinck, Werner",Johann Veldener,1480,1
"Rolewinck, Werner",7.75,1488,1
"Rolewinck, Werner",48.58,1488,1
"Rolewinck, Werner",52.09,1480,1
"Rolewinck, Werner",2973783,1488,1
"Rolewinck, Werner",12.37,1485,1
"Rolewinck, Werner",45.76,1483,1
"Rolewinck, Werner",47.56,1481,1
"Rolewinck, Werner",7285161,1481,1
"Rolewinck, Werner",not before 1481],1481,1
"Romuleius, Paulus",Venice,1482,1
"Romuleius, Paulus",45.43,1482,1
"Romuleius, Paulus",3164603,1482,1
"Rosellis, Antonius de",Rome,1486,1
"Rosellis, Antonius de",Hermannus Liechtenstein,1487,1
"Rosenberg, Jorg von",Georg Reyser,1487,1
"Rosenblüt, Hans",Marx Ayrer,1488,1
"Rosellis, Antonius de",21 Jan. 1486,1486,1
"Rosenberg, Jorg von",after 7 Jan. 1487],1487,1
"Rosellis, Antonius de",12.49,1488,1
"Rosellis, Antonius de",IT,1488,1
"Rosellis, Antonius de",3169071,1488,1
"Rosenberg, Jorg von",2805615,1487,1
"Rosenblüt, Hans",2861650,1488,1
Rovenza dal Martello,[Venice],1482,1
Rovenza dal Martello,"Lucas Dominici F., Venetus",1482,1
"Rosenhaym, Petrus de",29 Oct. 1489,1489,1
"Rosenhaym, Petrus de",44.49,1489,1
Rovenza dal Martello,45.43,1482,1
Rovenza dal Martello,3164603,1482,1
"Rupe, Alanus de",[Gerardus de Leempt],1480,1
"Ruprecht, Pfalzgraf bei Rhein, Erzbischof von Köln (Cologne)",[Cologne,1480,1
"Rupe, Alanus de",[Utrecht,1480,1
"Rupe, Alanus de",Conrad Dinckmut,1483,1
"Rupe, Alanus de",Conrad Dinckmut,1489,1
"Ruprecht, Pfalzgraf bei Rhein, Erzbischof von Köln (Cologne)",Johann Guldenschaff,1480,1
"Rupe, Alanus de",Printer of Fliscus (Lucas Brandis?),1480,1
"Rusius, Laurentius",not after 1489],1489,1
"Rupe, Alanus de",about 1480],1480,1
"Rupe, Alanus de",after 30 Mar. 1480],1480,1
"Rupe, Alanus de",10.6872222222222,1480,1
"Rupe, Alanus de",53.8688888888889,1480,1
"Ruprecht, Pfalzgraf bei Rhein, Erzbischof von Köln (Cologne)",DE,1480,1
"Rupe, Alanus de",DE,1480,1
"Rupe, Alanus de",2875601,1480,1
"Rupe, Alanus de",2745912,1480,1
"Sabellicus, Marcus Antonius",Venice,1487,1
"Sabellicus, Marcus Antonius",45.43,1487,1
Saladinus de Asculo,Bologna,1488,1
"Sabellicus, Marcus Antonius","Antonius de Strata, de Cremona",1489,1
Saladinus de Asculo,11.35,1488,1
Saladinus de Asculo,11.62,1488,1
Saladinus de Asculo,44.84,1488,1
"Fridericus III, Imperator",7.59,1480,1
"Sabellicus, Marcus Antonius",3164603,1489,1
"Sacchus, Cato",6542283,1480,1
"Saliceto, Guilelmus de",[Brescia,1486,1
"Salguis, Raymundus de","Johann Koelhoff, the Elder]",1482,1
"Saliceto, Bartholomaeus de","Johannes Herbort, de Seligenstadt",1483,1
"Saliceto, Guilelmus de","Boninus de Boninis, de Ragusia]",1486,1
"Saliceto, Bartholomaeus de",5 Aug. 1483,1483,1
"Saliceto, Bartholomaeus de",12.34,1483,1
"Saliceto, Bartholomaeus de",45.43,1483,1
"Saliceto, Guilelmus de",45.54,1486,1
"Saliceto, Bartholomaeus de",IT,1483,1
"Saliceto, Bartholomaeus de",3164603,1483,1
"Salicetus, Nicolaus",Strassburg,1489,1
"Salicetus, Nicolaus",9 July 1489,1489,1
"Saliceto, Guilelmus de",4 June 1489,1489,1
"Saliceto, Guilelmus de",IT,1489,1
"Salicetus, Nicolaus",2973783,1489,1
"Salis, Baptista de (Trovamala)",Novi,1484,1
"Salis, Baptista de (Trovamala)",Speyer,1488,1
"Salis, Baptista de (Trovamala)",8.43,1488,1
"Salimbeni, Angelo Michele",about 1488],1488,1
"Salis, Baptista de (Trovamala)",49.32,1488,1
"Salis, Baptista de (Trovamala)",IT,1489,1
"Salis, Baptista de (Trovamala)",2861650,1488,1
"Salis, Baptista de (Trovamala)",2830582,1488,1
"Sallustius Crispus, Gaius",Venice,1481,1
"Sallustius Crispus, Gaius",Milan,1482,1
"Sallustius Crispus, Gaius",Rome,1482,1
"Sallustius Crispus, Gaius",Baptista de Tortis,1481,1
"Sallustius Crispus, Gaius",17 Apr. 1482,1482,1
"Sallustius Crispus, Gaius",[1483?],1483,1
"Sallustius Crispus, Gaius",12.34,1485,1
"Sallustius Crispus, Gaius",45.43,1480,1
"Sallustius Crispus, Gaius",41.89,1482,1
"Frezzi, Federico",1481,1481,1
"Sallustius Crispus, Gaius",3164603,1480,1
"Sallustius Crispus, Gaius",3169071,1482,1
"Sallustius Crispus, Gaius",6455259,1483,1
"Sallustius Crispus, Gaius",Milan,1485,1
"Sallustius Crispus, Gaius",[Leonardus Pachel and Uldericus Scinzenzeler],1485,1
"Sallustius Crispus, Gaius",Johannes Rubeus Vercellensis and Franciscus de Madiis,1486,1
"Sallustius Crispus, Gaius",Zwolle,1485,1
Salomon,[Lyons,1481,1
"Sallustius Crispus, Gaius",9.19,1480,1
Salomon,4.84,1481,1
Salomon,45.76,1481,1
"Samuel, Rabbi",Printer of Sixtus IV 'Bulla' (H 14811),1480,1
"Samuel, Rabbi",51.22,1486,1
"Samuel, Rabbi",41.89,1480,1
"Samuel, Rabbi",3169071,1480,1
"Sanchez de Vercial, Clemente",18 Apr. 1488,1488,1
"Sanchez de Vercial, Clemente",PT,1488,1
"Sancto Blasio, Baptista de",Venice,1481,1
"Sancto Blasio, Baptista de",1481,1481,1
"Sancto Blasio, Baptista de",IT,1481,1
"Sancto Georgio, Johannes Antonius de",[Printer of J.A. de Sancto Georgio (H 7599],1480,1
"Sancto Georgio, Johannes Antonius de",9.16,1488,1
"Sancto Georgio, Johannes Antonius de",41.89,1480,1
"Sandeus, Felinus",IT,1481,1
"Sancto Georgio, Johannes Antonius de",3169071,1480,1
"Sandeus, Felinus",Gregorius de Gente,1484,1
"Sandeus, Ludovicus",Ugo Rugerius,1485,1
"Santcliment, Francesc de",Paul Hurus,1486,1
"Sanseverino, Roberto",after 9 Oct. 1486],1486,1
"Sandeus, Ludovicus",11.35,1485,1
"Santcliment, Francesc de",2.17,1482,1
"Santcliment, Francesc de",41.39,1482,1
"Santcliment, Francesc de",3128760,1482,1
"Balbus, Johannes",[Strassburg,1482,1
"Balbus, Johannes",[Strassburg,1485,1
"Balbus, Johannes",Hermannus Liechtenstein,1483,1
"Balbus, Johannes",Johann (Reinhard) Grüninger,1485,1
"Balbus, Johannes",[Lyons,1486,1
"Balbus, Johannes",Anton Koberger,1486,1
"Balbus, Johannes",not after 30 June 1482],1482,1
"Fridericus III, Imperator",after 13 Apr. 1480],1480,1
"Balbus, Johannes",25 Nov. 1487,1487,1
"Balbus, Johannes",7.75,1482,1
"Balbus, Johannes",4.84,1485,1
"Balbus, Johannes",11.0775,1486,1
"Balbus, Johannes",Ludwig von Renchen,1485,1
"Balbus, Johannes",49.4541666666667,1486,1
"Balbus, Johannes",45.76,1486,1
"Balbus, Johannes",DE,1486,1
"Balbus, Johannes",FR,1489,1
"Balbus, Johannes",2996944,1485,1
"Bartolinis, Baldus de",[Perugia,1482,1
Bartolus de Saxoferrato,Pavia,1488,1
Bartolus de Saxoferrato,Johannes Antonius de Honate],1480,1
Bartolus de Saxoferrato,Anton Koberger,1481,1
"Fliscus, Stephanus",Heinrich Knoblochtzer,1480,1
"Bartolinis, Baldus de",1482],1482,1
Bartolus de Saxoferrato,7 Mar. 1480,1480,1
Bartolus de Saxoferrato,after 7 Mar. 1480],1480,1
"Fridericus III, Imperator",[Basel,1480,1
Bartolus de Saxoferrato,49.4541666666667,1481,1
"Fliscus, Stephanus",2830582,1484,1
Bartolus de Saxoferrato,DE,1481,1
Bartolus de Saxoferrato,45.76,1482,1
"Bartolinis, Baldus de",3171180,1482,1
Bartolus de Saxoferrato,2861650,1481,1
Bartolus de Saxoferrato,FR,1482,1
Bartolus de Saxoferrato,3171366,1488,1
Bartolus de Saxoferrato,2996944,1482,1
Bartolus de Saxoferrato,Milan,1487,1
"Fliscus, Stephanus",2743477,1480,1
Bartolus de Saxoferrato,[Petrus Maufer de Maliferis et Socii],1482,1
Bartolus de Saxoferrato,"Andreas de Soziis, Parmensis",1485,1
Bartolus de Saxoferrato,24 Mar. 1484,1484,1
Bartolus de Saxoferrato,9 Mar. 1487,1487,1
Bartolus de Saxoferrato,16 Apr. 1485,1485,1
Bartolus de Saxoferrato,about 1486],1486,1
"Fliscus, Stephanus",IT,1488,1
Bartolus de Saxoferrato,2.35,1486,1
"Fliscus, Stephanus",DE,1485,1
"Fliscus, Stephanus",48.58,1480,1
Bartolus de Saxoferrato,6542283,1487,1
"Donatus, Aelius",[Delft,1482,1
"Fliscus, Stephanus",NL,1480,1
"Donatus, Aelius",[Lübeck or Danzig(?),1485,1
"Donatus, Aelius",Erhard Ratdolt,1481,1
"Donatus, Aelius",[Northern Germany,1482,1
"Donatus, Aelius",Conrad Kachelofen,1485,1
"Donatus, Aelius",[Nuremberg],1482,1
"Donatus, Aelius",Pierre Bouttellier (Schenck),1487,1
"Donatus, Aelius",Johann Prüss,1487,1
"Donatus, Aelius",Conrad Dinckmut,1487,1
"Donatus, Aelius",Louis Cruse,1487,1
"Fliscus, Stephanus",45.46,1488,1
"Donatus, Aelius",8 Nov. 1481,1481,1
"Fliscus, Stephanus",49.32,1484,1
"Donatus, Aelius",n.pr.,1482,1
"Fliscus, Stephanus",12.34,1480,1
"Donatus, Aelius",9.16,1481,1
"Donatus, Aelius",10.89,1485,1
"Fliscus, Stephanus",9.19,1480,1
"Donatus, Aelius",8.43,1489,1
"Fliscus, Stephanus",7.75,1487,1
"Donatus, Aelius",48.49,1485,1
"Donatus, Aelius",49.195,1487,1
"Donatus, Aelius",48.4,1487,1
"Fliscus, Stephanus",27 Sept. 1480,1480,1
"Fliscus, Stephanus",[before 7 Oct.] 1480,1480,1
"Fliscus, Stephanus",1487,1487,1
"Donatus, Aelius",3171366,1481,1
"Fliscus, Stephanus",Johann and Conrad Hist,1486,1
"Donatus, Aelius",6558157,1485,1
"Donatus, Aelius",DE,1482,1
"Donatus, Aelius",2996944,1487,1
"Donatus, Aelius",7285161,1489,1
"Donatus, Aelius",2830582,1489,1
"Ebrardi, Udalricus",[Nuremberg,1488,1
"Ebrardi, Udalricus",Reutlingen,1489,1
"Ebrardi, Udalricus",[Speyer,1489,1
"Ebrardi, Udalricus",Friedrich Creussner],1488,1
"Ebrardi, Udalricus",Johann and Conrad Hist],1489,1
"Ebrardi, Udalricus",6.96,1488,1
Ebrardus Bethuniensis,7.75,1489,1
"Ebrardi, Udalricus",50.94,1488,1
"Ebrardi, Udalricus",49.32,1488,1
Ebrardus Bethuniensis,48.7833333333333,1485,1
"Feurs, Antoine de, Bishop of Mâcon",FR,1489,1
Ebrardus Bethuniensis,FR,1485,1
"Ebrardi, Udalricus",2830582,1488,1
Enselmino da Treviso,Venice,1481,1
Enselmino da Treviso,[Rome,1481,1
"Fliscus, Stephanus",1480,1480,1
"Fliscus, Stephanus","Antonius Zarotus, for Johannes de Legnano",1488,1
Enselmino da Treviso,"Lucas Dominici F., Venetus",1481,1
Ephrem Syrus,23 Aug. 1481,1481,1
"Fliscus, Stephanus","Petrus de Plasiis, Cremonensis, Bartholomaeus de Blavis, de Alexandria and Andreas Torresanus, de Asula",1480,1
"Fliscus, Stephanus",Friedrich Creussner],1485,1
Ephrem Syrus,11.26,1481,1
Enselmino da Treviso,45.43,1481,1
"Fliscus, Stephanus",[Strassburg,1480,1
"Fliscus, Stephanus",Janon Carcain,1487,1
Enselmino da Treviso,6542283,1483,1
Jacobus de Voragine,Nuremberg,1482,1
Jacobus de Voragine,Venice,1483,1
Jacobus de Voragine,Strassburg,1483,1
Jacobus de Voragine,[Ulrich Zel],1483,1
"Fliscus, Stephanus",Jacobus de Breda,1485,1
Jacobus de Voragine,19 May 1482,1482,1
Jacobus de Voragine,12 Dec. 1483,1483,1
"Fliscus, Stephanus",Milan,1488,1
"Fliscus, Stephanus",Strassburg,1487,1
Jacobus de Voragine,7.75,1483,1
Jacobus de Voragine,48.58,1483,1
Jacobus de Voragine,50.94,1483,1
Jacobus de Voragine,FR,1481,1
Jacobus de Voragine,IT,1482,1
"Fliscus, Stephanus",[Nuremberg,1485,1
"Ficinus, Marsilius",3176959,1482,1
Jacobus de Voragine,2973783,1482,1
Jacobus de Voragine,3164603,1483,1
Jacobus de Voragine,Reutlingen,1485,1
Jacobus de Voragine,Basel,1486,1
Jacobus de Voragine,[Printer of the 1483 Jordanus de Quedlinburg (Georg Husner)],1485,1
Jacobus de Voragine,[Johann Otmar,1485,1
Jacobus de Voragine,Mathias Huss,1488,1
Jacobus de Voragine,4 May 1485,1485,1
Jacobus de Voragine,before 24 Aug.] 1485,1485,1
Jacobus de Voragine,[before 3 June 1486],1486,1
Jacobus de Voragine,25 June 1486,1486,1
Jacobus de Voragine,17 Dec. 1488,1488,1
Jacobus de Voragine,Johann Neumeister] for Guillaume Balsarin,1488,1
"Ficinus, Marsilius",IT,1489,1
Jacobus de Voragine,Ludwig von Renchen,1486,1
Jacobus de Voragine,48.49,1483,1
Jacobus de Voragine,47.56,1486,1
"Ficinus, Marsilius",3 Dec. 1489,1489,1
"Ferrerius, Vincentius, S",50.94,1482,1
Jacobus de Voragine,FR,1487,1
Jacobus de Voragine,6558157,1483,1
Jacobus de Voragine,2973783,1485,1
"Ficinus, Marsilius",11.26,1481,1
Astesanus de Ast,Anton Koberger,1482,1
Astesanus de Ast,28 Apr. 1480,1480,1
Athanasius,1 Feb. 1482,1482,1
Astesanus de Ast,12.34,1480,1
Astesanus de Ast,45.43,1480,1
Astesanus de Ast,49.4541666666667,1482,1
